baseline_feature,matched_ft_feature,decoder_cosine_similarity,status
1014,2439,0.1378885,changed
1015,2980,0.12383367,changed
1016,1282,0.13564897,changed
1017,3009,0.12969258,changed
1018,3572,0.11436033,changed
1019,1187,0.123844236,changed
1020,2161,0.13105068,changed
1021,2760,0.13858727,changed
1022,1162,0.12504175,changed
1023,3297,0.13939634,changed
1024,2760,0.12930393,changed
1025,227,0.1507415,changed
1026,405,0.11909191,changed
1027,4092,0.13745058,changed
1028,3999,0.16088739,changed
1029,3878,0.14295164,changed
1030,3432,0.124516584,changed
1031,1226,0.14359376,changed
1032,3320,0.12150477,changed
1033,2825,0.12463732,changed
1034,3682,0.124220654,changed
1035,2993,0.11926358,changed
1036,16,0.14011538,changed
1037,3124,0.13937965,changed
1038,3715,0.14775267,changed
1039,29,0.121172205,changed
1040,1118,0.12760848,changed
1041,412,0.13636313,changed
1042,3752,0.12824136,changed
1043,728,0.122219846,changed
1044,2270,0.12688673,changed
1045,2109,0.15284261,changed
1046,4081,0.12529497,changed
1047,1827,0.13682656,changed
1048,2127,0.14253823,changed
1049,2270,0.14849472,changed
1050,3391,0.12803972,changed
1051,2618,0.12934814,changed
1052,2067,0.11217697,changed
1053,474,0.14194512,changed
1054,3193,0.15138823,changed
1055,463,0.14365506,changed
1056,3631,0.143207,changed
1057,154,0.1425829,changed
1058,3627,0.12528498,changed
1059,2074,0.11123152,changed
1060,2178,0.13666905,changed
1061,1914,0.12292375,changed
1062,2341,0.13757744,changed
1063,3164,0.13959372,changed
1064,2578,0.11958347,changed
1065,3013,0.10910855,changed
1066,4008,0.13471451,changed
1067,2599,0.11868425,changed
1068,1341,0.11885174,changed
1069,577,0.11895026,changed
1070,506,0.13004005,changed
1071,1679,0.14577657,changed
1072,206,0.14083004,changed
1073,246,0.13074596,changed
1074,1610,0.1388534,changed
1075,915,0.1514804,changed
1076,1830,0.14321703,changed
1077,3133,0.11596856,changed
1078,2717,0.14050789,changed
1079,1569,0.12502281,changed
1080,1061,0.12692256,changed
1081,1599,0.12529828,changed
1082,377,0.19588253,changed
1083,458,0.16380495,changed
1084,3223,0.12912633,changed
1085,661,0.16767773,changed
1086,1948,0.13706309,changed
1087,789,0.13063495,changed
1088,2425,0.13044697,changed
1089,1001,0.112306416,changed
1090,3022,0.13956629,changed
1091,1645,0.22747566,changed
1092,2005,0.14080016,changed
1093,348,0.122492984,changed
1094,2184,0.15528703,changed
1095,256,0.1285533,changed
1096,3245,0.13857836,changed
1097,540,0.12896568,changed
1098,1771,0.12216988,changed
1099,1763,0.24426043,changed
1100,1504,0.13447528,changed
1101,753,0.13115914,changed
1102,882,0.14306843,changed
1103,836,0.13799629,changed
1104,3476,0.16040301,changed
1105,2673,0.13429016,changed
1106,888,0.24227576,changed
1107,2544,0.12039779,changed
1108,529,0.36452186,changed
1109,2816,0.12687209,changed
1110,1605,0.12276262,changed
1111,2095,0.11963178,changed
1112,381,0.12873176,changed
1113,239,0.1174415,changed
1114,1047,0.13060713,changed
1115,2962,0.111720785,changed
1116,277,0.13802712,changed
1117,3076,0.123417884,changed
1118,3692,0.122945696,changed
1119,3700,0.12637946,changed
1120,3409,0.12442727,changed
1121,365,0.12296695,changed
1122,3539,0.12129778,changed
1123,1960,0.1256611,changed
1124,3093,0.12600754,changed
1125,3135,0.11815627,changed
1126,1798,0.157828,changed
1127,2580,0.14646485,changed
1128,3209,0.12225148,changed
1129,727,0.11962133,changed
1130,501,0.157502,changed
1131,2625,0.16574341,changed
1132,3560,0.12420102,changed
1133,4069,0.1226833,changed
1134,2290,0.13104388,changed
1135,3238,0.12017846,changed
1136,1568,0.13329342,changed
1137,1599,0.12281121,changed
1138,918,0.13508087,changed
1139,3219,0.26749063,changed
1140,3186,0.13051614,changed
1141,2893,0.12742674,changed
1142,3150,0.13550663,changed
1143,3834,0.21823348,changed
1144,66,0.12609118,changed
1145,3298,0.1327518,changed
1146,2557,0.13085175,changed
1147,1995,0.22630501,changed
1148,854,0.15217602,changed
1149,2925,0.13145016,changed
1150,998,0.13840163,changed
1151,1410,0.1785022,changed
1152,3410,0.11637835,changed
1153,79,0.12189506,changed
1154,1689,0.14048699,changed
1155,989,0.14044985,changed
1156,325,0.12493214,changed
1157,2517,0.1203005,changed
1158,2676,0.13922513,changed
1159,2814,0.13240239,changed
1160,309,0.13769245,changed
1161,530,0.12581342,changed
1162,3703,0.14297166,changed
1163,134,0.14679806,changed
1164,1292,0.20115119,changed
1165,2558,0.13149904,changed
1166,3260,0.12625748,changed
1167,377,0.11687024,changed
1168,1472,0.21641165,changed
1169,200,0.14309521,changed
1170,2349,0.11111096,changed
1171,3802,0.12493873,changed
1172,1841,0.14170152,changed
1173,3450,0.1227559,changed
1174,753,0.41341802,changed
1175,1788,0.12752795,changed
1176,3953,0.1288651,changed
1177,1540,0.12116078,changed
1178,2905,0.14625938,changed
1179,1265,0.13892871,changed
1180,3673,0.16777562,changed
1181,2945,0.1429069,changed
1182,1546,0.13595359,changed
1183,3520,0.15059797,changed
1184,3810,0.12582877,changed
1185,2029,0.13183543,changed
1186,2449,0.12706009,changed
1187,1404,0.12895098,changed
1188,276,0.12370295,changed
1189,618,0.1387819,changed
1190,3686,0.11823349,changed
1191,1957,0.13526486,changed
1192,2191,0.12483241,changed
1193,615,0.13224658,changed
1194,2310,0.14568289,changed
1195,1637,0.16185707,changed
1196,3928,0.12171489,changed
1197,1151,0.11548042,changed
1198,2880,0.16009873,changed
1199,1059,0.108277276,changed
1200,3108,0.12047868,changed
1201,2482,0.12695107,changed
1202,3980,0.121942855,changed
1203,2716,0.11999811,changed
1204,432,0.1325189,changed
1205,2606,0.14941774,changed
1206,3164,0.12850207,changed
1207,4043,0.12130472,changed
1208,3406,0.14221682,changed
1209,968,0.14210074,changed
1210,1853,0.12563337,changed
1211,1183,0.13450056,changed
1212,2685,0.14325282,changed
1213,226,0.117497176,changed
1214,3359,0.13066316,changed
1215,3396,0.13851917,changed
1216,3998,0.14653404,changed
1217,2439,0.22963078,changed
1218,3685,0.112218946,changed
1219,777,0.12219908,changed
1220,3475,0.12723827,changed
1221,1539,0.12971365,changed
1222,1234,0.12851998,changed
1223,756,0.14065282,changed
1224,548,0.12693718,changed
1225,3294,0.11871983,changed
1226,65,0.14465576,changed
1227,691,0.12483147,changed
1228,3121,0.11723448,changed
1229,1782,0.14977792,changed
1230,1465,0.12658063,changed
1231,1592,0.119975865,changed
1232,2708,0.12825051,changed
1233,3938,0.1392228,changed
1234,546,0.1374211,changed
1235,2788,0.11549998,changed
1236,1520,0.14124312,changed
1237,3143,0.1518482,changed
1238,1198,0.116601914,changed
1239,3625,0.14248964,changed
1240,1473,0.1372215,changed
1241,643,0.13306963,changed
1242,1887,0.13998708,changed
1243,3124,0.1383448,changed
1244,950,0.1466305,changed
1245,2323,0.12976116,changed
1246,2116,0.14125359,changed
1247,1408,0.14649934,changed
1248,2431,0.11851121,changed
1249,3383,0.11765958,changed
1250,4001,0.119923376,changed
1251,3875,0.12824929,changed
1252,768,0.123503834,changed
1253,2371,0.16666307,changed
1254,23,0.15342557,changed
1255,103,0.15779077,changed
1256,3071,0.2579722,changed
1257,2496,0.112672135,changed
1258,3690,0.13708109,changed
1259,3637,0.13101456,changed
1260,96,0.1215577,changed
1261,4054,0.12556317,changed
1262,2445,0.14437224,changed
1263,3171,0.12976265,changed
1264,2754,0.13766468,changed
1265,2184,0.1789833,changed
1266,2314,0.35662723,changed
1267,1182,0.12962905,changed
1268,1497,0.12829334,changed
1269,3751,0.12761769,changed
1270,1374,0.14283134,changed
1271,2650,0.12475533,changed
1272,577,0.12034227,changed
1273,3708,0.12511565,changed
1274,873,0.12806308,changed
1275,1407,0.12787506,changed
1276,2842,0.12558994,changed
1277,2387,0.15936834,changed
1278,2638,0.13402165,changed
1279,17,0.1444313,changed
1280,3650,0.12501237,changed
1281,306,0.14880952,changed
1282,3054,0.13781062,changed
1283,2038,0.124052756,changed
1284,484,0.27735236,changed
1285,3593,0.13313302,changed
1286,4002,0.1233707,changed
1287,2810,0.11900396,changed
1288,946,0.11748599,changed
1289,3357,0.13421349,changed
1290,3220,0.1942362,changed
1291,1442,0.1393759,changed
1292,2211,0.13196279,changed
1293,3063,0.126629,changed
1294,1427,0.16540185,changed
1295,3181,0.1279268,changed
1296,974,0.3931025,changed
1297,3013,0.13080338,changed
1298,843,0.13205782,changed
1299,3301,0.13418067,changed
1300,3396,0.13074462,changed
1301,1820,0.13442118,changed
1302,2466,0.14470276,changed
1303,3582,0.14748782,changed
1304,886,0.14859085,changed
1305,1222,0.12842545,changed
1306,1427,0.13347632,changed
1307,2825,0.13259956,changed
1308,2587,0.11835373,changed
1309,534,0.13567609,changed
1310,3637,0.16633612,changed
1311,3167,0.14654213,changed
1312,1529,0.18189648,changed
1313,536,0.12530576,changed
1314,2523,0.15018292,changed
1315,371,0.13057478,changed
1316,397,0.14087033,changed
1317,970,0.13882732,changed
1318,3382,0.1344156,changed
1319,995,0.12673743,changed
1320,2468,0.118842915,changed
1321,2058,0.31784737,changed
1322,2922,0.14202136,changed
1323,214,0.14558044,changed
1324,3268,0.14023176,changed
1325,1341,0.13236871,changed
1326,1520,0.12667912,changed
1327,944,0.13965997,changed
1328,1064,0.124892525,changed
1329,2041,0.12083408,changed
1330,538,0.11907674,changed
1331,3226,0.14016245,changed
1332,2912,0.11434543,changed
1333,1924,0.13064098,changed
1334,1568,0.13847084,changed
1335,1986,0.12837511,changed
1336,4087,0.19061077,changed
1337,2503,0.12944704,changed
1338,2064,0.13679071,changed
1339,1668,0.111096665,changed
1340,2022,0.14928411,changed
1341,3360,0.1562585,changed
1342,2626,0.14636457,changed
1343,3314,0.11703485,changed
1344,1377,0.13509001,changed
1345,1916,0.1366484,changed
1346,385,0.14247254,changed
1347,583,0.14419243,changed
1348,1274,0.13202228,changed
1349,1012,0.12107864,changed
1350,1480,0.14558879,changed
1351,3924,0.16499722,changed
1352,2439,0.14347646,changed
1353,3468,0.14693163,changed
1354,3224,0.11577526,changed
1355,1852,0.12985617,changed
1356,960,0.11941069,changed
1357,306,0.13637523,changed
1358,788,0.13188118,changed
1359,3376,0.12161837,changed
1360,355,0.14099342,changed
1361,1699,0.12081916,changed
1362,602,0.1649035,changed
1363,2147,0.1285555,changed
1364,72,0.11884368,changed
1365,3654,0.12840062,changed
1366,937,0.11825171,changed
1367,2132,0.12565641,changed
1368,2438,0.14177759,changed
1369,2493,0.113234825,changed
1370,1832,0.406461,changed
1371,881,0.12963532,changed
1372,562,0.11614309,changed
1373,530,0.13323754,changed
1374,3704,0.14149478,changed
1375,3296,0.12677777,changed
1376,2098,0.1135991,changed
1377,3232,0.17736214,changed
1378,2034,0.12814468,changed
1379,3596,0.1721313,changed
1380,250,0.12840356,changed
1381,423,0.124006525,changed
1382,3338,0.14027837,changed
1383,2285,0.118564725,changed
1384,2911,0.11288496,changed
1385,110,0.12352654,changed
1386,991,0.12952751,changed
1387,3212,0.13640627,changed
1388,1585,0.12996686,changed
1389,2883,0.1293532,changed
1390,3796,0.124415554,changed
1391,1848,0.13805908,changed
1392,3518,0.122356586,changed
1393,280,0.13431332,changed
1394,1322,0.23886691,changed
1395,1454,0.1336264,changed
1396,2845,0.12131512,changed
1397,14,0.12168118,changed
1398,3408,0.13381839,changed
1399,3797,0.13405965,changed
1400,1964,0.1318034,changed
1401,1522,0.15601557,changed
1402,3234,0.123781994,changed
1403,566,0.12614717,changed
1404,2625,0.1503151,changed
1405,3794,0.14945647,changed
1406,2396,0.12634441,changed
1407,3049,0.12335492,changed
1408,3337,0.16439587,changed
1409,308,0.14360604,changed
1410,964,0.12218712,changed
1411,3380,0.1290273,changed
1412,3037,0.13387102,changed
1413,737,0.12216332,changed
1414,3720,0.14311725,changed
1415,2360,0.15458068,changed
1416,2685,0.13528329,changed
1417,4087,0.1298591,changed
1418,2197,0.114530385,changed
1419,2994,0.111427166,changed
1420,3978,0.14819841,changed
1421,3739,0.12362981,changed
1422,1374,0.17258984,changed
1423,1051,0.1390409,changed
1424,1891,0.11177686,changed
1425,1887,0.12162759,changed
1426,3151,0.123645216,changed
1427,880,0.1272563,changed
1428,1005,0.1506086,changed
1429,777,0.14127189,changed
1430,925,0.12839194,changed
1431,1627,0.12567368,changed
1432,2237,0.14402619,changed
1433,1424,0.12671357,changed
1434,3949,0.153625,changed
1435,2243,0.13258007,changed
1436,1015,0.2987888,changed
1437,1453,0.13215089,changed
1438,424,0.15504667,changed
1439,61,0.13620186,changed
1440,195,0.13946235,changed
1441,847,0.13860443,changed
1442,829,0.124789424,changed
1443,165,0.1833734,changed
1444,2083,0.11612752,changed
1445,2060,0.13253258,changed
1446,3715,0.123715386,changed
1447,3368,0.12995394,changed
1448,1680,0.1519968,changed
1449,386,0.14194888,changed
1450,3811,0.12120129,changed
1451,1089,0.251333,changed
1452,805,0.17417882,changed
1453,62,0.14802727,changed
1454,1379,0.12099786,changed
1455,821,0.13042724,changed
1456,3885,0.13290563,changed
1457,2386,0.13283929,changed
1458,2306,0.12254781,changed
1459,3555,0.1288628,changed
1460,711,0.13658074,changed
1461,2751,0.13586476,changed
1462,1643,0.12431678,changed
1463,319,0.12978461,changed
1464,2757,0.12469776,changed
1465,3525,0.1335113,changed
1466,3990,0.13348842,changed
1467,1129,0.1299763,changed
1468,3419,0.1565838,changed
1469,1632,0.117691845,changed
1470,2962,0.117437914,changed
1471,3269,0.12206969,changed
1472,1297,0.1689614,changed
1473,2274,0.1385664,changed
1474,2052,0.14175963,changed
1475,3712,0.13338637,changed
1476,1102,0.14186239,changed
1477,2599,0.12810525,changed
1478,3601,0.12630792,changed
1479,491,0.12935914,changed
1480,2899,0.12440297,changed
1481,3957,0.14880611,changed
1482,3373,0.12333973,changed
1483,1094,0.11324186,changed
1484,3861,0.13249627,changed
1485,410,0.12596977,changed
1486,331,0.1254141,changed
1487,2442,0.121332705,changed
1488,1582,0.12194981,changed
1489,825,0.13827053,changed
1490,2834,0.12039076,changed
1491,391,0.120985754,changed
1492,2956,0.15095305,changed
1493,315,0.11411491,changed
1494,1915,0.12614244,changed
1495,2471,0.14798115,changed
1496,3722,0.12072092,changed
1497,3093,0.115155995,changed
1498,947,0.13093412,changed
1499,3303,0.1361558,changed
1500,1283,0.13602507,changed
1501,3575,0.13512322,changed
1502,945,0.13711339,changed
1503,1639,0.13833028,changed
1504,1322,0.1598312,changed
1505,450,0.13999358,changed
1506,2131,0.47927612,changed
1507,741,0.14946625,changed
1508,1323,0.13528982,changed
1509,3625,0.13541122,changed
1510,2225,0.12816212,changed
1511,2162,0.12072267,changed
1512,2388,0.14772597,changed
1513,2094,0.15586868,changed
1514,752,0.12560633,changed
1515,109,0.14339465,changed
1516,2117,0.14072971,changed
1517,2029,0.13240144,changed
1518,3962,0.13586485,changed
1519,2396,0.1278258,changed
1520,262,0.12451328,changed
1521,2729,0.11722019,changed
1522,322,0.12879953,changed
1523,2690,0.12650073,changed
1524,3065,0.14644638,changed
1525,1635,0.14869452,changed
1526,342,0.13397329,changed
1527,2310,0.3073531,changed
1528,1018,0.12895115,changed
1529,4065,0.1213994,changed
1530,3075,0.14033745,changed
1531,2641,0.1475656,changed
1532,1256,0.14623597,changed
1533,777,0.11650756,changed
1534,1295,0.13768448,changed
1535,3623,0.13204655,changed
1536,1350,0.1343329,changed
1537,2224,0.120907694,changed
1538,2954,0.15661092,changed
1539,3186,0.12417013,changed
1540,2361,0.13650778,changed
1541,234,0.13968316,changed
1542,2885,0.13923873,changed
1543,1415,0.12153913,changed
1544,3708,0.12637536,changed
1545,823,0.13163768,changed
1546,1507,0.11682217,changed
1547,1568,0.115061514,changed
1548,3952,0.10954261,changed
1549,342,0.12681673,changed
1550,2317,0.1241274,changed
1551,3078,0.13058887,changed
1552,4010,0.17971729,changed
1553,2655,0.12447971,changed
1554,2263,0.17093232,changed
1555,2411,0.16030824,changed
1556,3841,0.14190774,changed
1557,220,0.14636159,changed
1558,3059,0.12404303,changed
1559,1640,0.14802043,changed
1560,377,0.12320794,changed
1561,3594,0.15969576,changed
1562,3238,0.14098659,changed
1563,598,0.12871484,changed
1564,2167,0.13676119,changed
1565,3236,0.2840378,changed
1566,739,0.12491922,changed
1567,2789,0.13618104,changed
1568,2523,0.12588248,changed
1569,450,0.14135219,changed
1570,186,0.13162068,changed
1571,1933,0.1307117,changed
1572,498,0.16573331,changed
1573,1798,0.2787739,changed
1574,3917,0.14103553,changed
1575,731,0.13774952,changed
1576,2252,0.4153797,changed
1577,52,0.12085214,changed
1578,2661,0.14010209,changed
1579,910,0.13698696,changed
1580,1487,0.14588207,changed
1581,1783,0.12879509,changed
1582,348,0.13578483,changed
1583,2661,0.12159695,changed
1584,3221,0.13938472,changed
1585,2157,0.12544782,changed
1586,545,0.13642901,changed
1587,2786,0.12306234,changed
1588,1029,0.14139383,changed
1589,1822,0.1360543,changed
1590,899,0.12938961,changed
1591,406,0.13330975,changed
1592,2708,0.14072575,changed
1593,1412,0.14224815,changed
1594,1706,0.24517545,changed
1595,1969,0.11778287,changed
1596,1618,0.16481104,changed
1597,2383,0.12366728,changed
1598,246,0.13118513,changed
1599,1489,0.13192955,changed
1600,555,0.13366792,changed
1601,1546,0.19537228,changed
1602,2790,0.14339784,changed
1603,2323,0.1201617,changed
1604,2322,0.3342474,changed
1605,2854,0.12424904,changed
1606,1648,0.13569994,changed
1607,2443,0.13861099,changed
1608,3421,0.1284934,changed
1609,4012,0.12508097,changed
1610,3298,0.1410213,changed
1611,2598,0.13395531,changed
1612,680,0.13829558,changed
1613,1690,0.14552312,changed
1614,2581,0.1436983,changed
1615,828,0.121726856,changed
1616,207,0.14190447,changed
1617,379,0.16165918,changed
1618,2149,0.12206201,changed
1619,96,0.13500439,changed
1620,1001,0.14565758,changed
1621,438,0.20561796,changed
1622,1656,0.12229566,changed
1623,3982,0.17085089,changed
1624,563,0.17483547,changed
1625,3168,0.13352405,changed
1626,1380,0.1375081,changed
1627,1124,0.11666435,changed
1628,356,0.13036108,changed
1629,1212,0.47165117,changed
1630,3607,0.12762338,changed
1631,460,0.112341315,changed
1632,3154,0.11874911,changed
1633,2780,0.1265578,changed
1634,2339,0.12336998,changed
1635,1506,0.15586792,changed
1636,2360,0.13550799,changed
1637,82,0.123402104,changed
1638,2673,0.13272174,changed
1639,1259,0.1355254,changed
1640,2201,0.12695852,changed
1641,2388,0.1449889,changed
1642,1443,0.12989295,changed
1643,386,0.13013044,changed
1644,3710,0.12481023,changed
1645,974,0.11987504,changed
1646,3732,0.13661751,changed
1647,2080,0.13707401,changed
1648,2327,0.118239,changed
1649,2535,0.14102118,changed
1650,2443,0.124202535,changed
1651,3181,0.12361345,changed
1652,1081,0.15545347,changed
1653,3743,0.13205495,changed
1654,2526,0.12571798,changed
1655,2621,0.12979071,changed
1656,3056,0.12754378,changed
1657,387,0.12839848,changed
1658,1810,0.133242,changed
1659,25,0.13350825,changed
1660,481,0.1486539,changed
1661,2872,0.13522184,changed
1662,3396,0.19488318,changed
1663,3241,0.12399841,changed
1664,3441,0.1263973,changed
1665,3210,0.14522906,changed
1666,3673,0.13965255,changed
1667,1493,0.12755314,changed
1668,2131,0.21771029,changed
1669,1182,0.16264167,changed
1670,2005,0.12886265,changed
1671,1960,0.12893672,changed
1672,3179,0.12922162,changed
1673,318,0.14470735,changed
1674,718,0.13178164,changed
1675,654,0.13061292,changed
1676,2027,0.13662666,changed
1677,3824,0.12942477,changed
1678,2588,0.1386826,changed
1679,1857,0.1866838,changed
1680,1100,0.13867247,changed
1681,3454,0.11983478,changed
1682,3987,0.1492252,changed
1683,2671,0.11776243,changed
1684,1991,0.1344094,changed
1685,2540,0.18085617,changed
1686,3633,0.12111013,changed
1687,2185,0.1268121,changed
1688,3520,0.15495665,changed
1689,2858,0.1490664,changed
1690,3452,0.12677982,changed
1691,2259,0.12201298,changed
1692,2371,0.13035679,changed
1693,305,0.12058386,changed
1694,3669,0.12876871,changed
1695,799,0.13917662,changed
1696,3613,0.13845383,changed
1697,1856,0.12297131,changed
1698,798,0.12620592,changed
1699,3484,0.12417949,changed
1700,332,0.13349234,changed
1701,2329,0.14608374,changed
1702,1861,0.13287356,changed
1703,2738,0.13666162,changed
1704,3618,0.13242723,changed
1705,4077,0.1374948,changed
1706,2100,0.14089593,changed
1707,2223,0.18465793,changed
1708,2681,0.12523013,changed
1709,4045,0.12786363,changed
1710,897,0.11400298,changed
1711,1531,0.14342113,changed
1712,2208,0.1416472,changed
1713,1339,0.35394257,changed
1714,1991,0.15764992,changed
1715,1089,0.12353975,changed
1716,3553,0.10775493,changed
1717,1015,0.13103473,changed
1718,3986,0.15232481,changed
1719,477,0.12975657,changed
1720,233,0.13103315,changed
1721,2712,0.13334973,changed
1722,2545,0.12595621,changed
1723,3780,0.12950982,changed
1724,3579,0.13960814,changed
1725,2698,0.1392833,changed
1726,2292,0.13904017,changed
1727,124,0.15364204,changed
1728,1777,0.14432868,changed
1729,248,0.15758863,changed
1730,2234,0.11966557,changed
1731,1513,0.13716418,changed
1732,4053,0.15530853,changed
1733,3595,0.11470936,changed
1734,3717,0.13048899,changed
1735,2522,0.11696635,changed
1736,312,0.12723747,changed
1737,2443,0.13095698,changed
1738,2785,0.1357902,changed
1739,912,0.14520477,changed
1740,2013,0.13956189,changed
1741,1045,0.12378186,changed
1742,2263,0.21382901,changed
1743,4041,0.122337736,changed
1744,524,0.12706809,changed
1745,987,0.12919906,changed
1746,4086,0.14220652,changed
1747,3414,0.11306514,changed
1748,3372,0.20034847,changed
1749,3367,0.13385557,changed
1750,3719,0.124751315,changed
1751,818,0.113924295,changed
1752,1706,0.3481984,changed
1753,2809,0.12737504,changed
1754,2577,0.13420402,changed
1755,246,0.116862684,changed
1756,1270,0.13941142,changed
1757,3396,0.13874228,changed
1758,1597,0.12726462,changed
1759,2871,0.116983436,changed
1760,461,0.1256452,changed
1761,1783,0.114287294,changed
1762,1870,0.12382627,changed
1763,667,0.12312958,changed
1764,2139,0.12476306,changed
1765,2233,0.15198565,changed
1766,4021,0.1316213,changed
1767,271,0.12990636,changed
1768,141,0.14677249,changed
1769,85,0.12502909,changed
1770,1637,0.11898489,changed
1771,134,0.12913975,changed
1772,448,0.12214257,changed
1773,3124,0.14735803,changed
1774,3841,0.12904024,changed
1775,2306,0.1582582,changed
1776,3251,0.11984658,changed
1777,1658,0.18119039,changed
1778,4062,0.13197725,changed
1779,2197,0.15900283,changed
1780,1508,0.13387242,changed
1781,3890,0.14029428,changed
1782,762,0.13831283,changed
1783,3090,0.1394365,changed
1784,2519,0.11238381,changed
1785,3699,0.12714233,changed
1786,3977,0.13396373,changed
1787,3398,0.14173923,changed
1788,3149,0.12603009,changed
1789,1109,0.14913312,changed
1790,4067,0.1393552,changed
1791,2106,0.14010267,changed
1792,1081,0.13286194,changed
1793,1256,0.12548761,changed
1794,1131,0.16779527,changed
1795,1669,0.1291879,changed
1796,1156,0.12582764,changed
1797,1753,0.15098791,changed
1798,2333,0.13211992,changed
1799,1448,0.14301136,changed
1800,630,0.14374767,changed
1801,1657,0.11644642,changed
1802,3891,0.12771282,changed
1803,3204,0.11038316,changed
1804,549,0.13291892,changed
1805,1385,0.13849205,changed
1806,1703,0.12866114,changed
1807,3347,0.12250964,changed
1808,124,0.13788758,changed
1809,23,0.20991506,changed
1810,496,0.135341,changed
1811,124,0.12908655,changed
1812,3154,0.12069703,changed
1813,2108,0.12693775,changed
1814,1445,0.13519496,changed
1815,3597,0.12244843,changed
1816,373,0.15613961,changed
1817,3922,0.14211878,changed
1818,2574,0.13576263,changed
1819,3913,0.16072038,changed
1820,2815,0.13403882,changed
1821,3992,0.12840146,changed
1822,544,0.11890187,changed
1823,3720,0.116857305,changed
1824,3572,0.13338462,changed
1825,189,0.13758487,changed
1826,647,0.13213003,changed
1827,3945,0.11906338,changed
1828,2185,0.1270182,changed
1829,431,0.119437724,changed
1830,1394,0.122901395,changed
1831,1323,0.13014093,changed
1832,1335,0.114947505,changed
1833,3054,0.1258862,changed
1834,1322,0.19019501,changed
1835,2866,0.13990796,changed
1836,3566,0.14130336,changed
1837,945,0.16281988,changed
1838,57,0.11749996,changed
1839,3905,0.12782456,changed
1840,2105,0.13458152,changed
1841,1145,0.12427288,changed
1842,1341,0.56770337,shifted
1843,3912,0.15919918,changed
1844,3927,0.13329734,changed
1845,2925,0.12094772,changed
1846,3650,0.12779702,changed
1847,3840,0.15683025,changed
1848,1291,0.12334968,changed
1849,1645,0.17734647,changed
1850,1543,0.1338138,changed
1851,2982,0.14930174,changed
1852,577,0.13084483,changed
1853,3682,0.14965366,changed
1854,1701,0.14426164,changed
1855,3670,0.11903088,changed
1856,2878,0.11822103,changed
1857,3700,0.12073608,changed
1858,1151,0.13956647,changed
1859,1916,0.15899716,changed
1860,1176,0.14201427,changed
1861,2034,0.116497755,changed
1862,555,0.13060375,changed
1863,1890,0.12211773,changed
1864,654,0.1150516,changed
1865,3770,0.13167366,changed
1866,716,0.13199037,changed
1867,2371,0.12393078,changed
1868,2970,0.14094308,changed
1869,3908,0.11995471,changed
1870,1623,0.12274279,changed
1871,1406,0.1324723,changed
1872,845,0.119473904,changed
1873,431,0.1328099,changed
1874,896,0.1130736,changed
1875,1470,0.46266025,changed
1876,3399,0.25426358,changed
1877,125,0.12505071,changed
1878,3728,0.1334938,changed
1879,3895,0.116849735,changed
1880,3013,0.14697129,changed
1881,1680,0.1740652,changed
1882,2561,0.13827366,changed
1883,4057,0.12617731,changed
1884,1552,0.12256608,changed
1885,3347,0.21459001,changed
1886,145,0.13021544,changed
1887,2248,0.1160872,changed
1888,132,0.12428194,changed
1889,3317,0.24711725,changed
1890,946,0.19154581,changed
1891,4053,0.13655084,changed
1892,825,0.13263492,changed
1893,3134,0.15014553,changed
1894,1480,0.12717548,changed
1895,1587,0.12597454,changed
1896,1848,0.13988845,changed
1897,1722,0.13204473,changed
1898,816,0.16719577,changed
1899,2257,0.10878175,changed
1900,3431,0.13432418,changed
1901,2117,0.23555678,changed
1902,272,0.12597948,changed
1903,2406,0.13113421,changed
1904,3209,0.13070944,changed
1905,3515,0.12993419,changed
1906,2110,0.12885825,changed
1907,3373,0.13311648,changed
1908,2519,0.13220459,changed
1909,2095,0.124340296,changed
1910,4080,0.13025044,changed
1911,1804,0.12816614,changed
1912,3258,0.14846952,changed
1913,3501,0.12776607,changed
1914,715,0.1190172,changed
1915,2195,0.13059051,changed
1916,2725,0.1476894,changed
1917,2971,0.119832754,changed
1918,2103,0.1149405,changed
1919,3680,0.12084117,changed
1920,2665,0.15712908,changed
1921,371,0.1235424,changed
1922,1776,0.14629471,changed
1923,710,0.12887767,changed
1924,838,0.17625606,changed
1925,2426,0.12853959,changed
1926,3910,0.12005989,changed
1927,2199,0.17198315,changed
1928,462,0.122875005,changed
1929,2842,0.1488531,changed
1930,3350,0.14224526,changed
1931,3452,0.12184158,changed
1932,1981,0.1324062,changed
1933,741,0.2023556,changed
1934,753,0.5226801,shifted
1935,120,0.12056041,changed
1936,137,0.1339045,changed
1937,69,0.12532738,changed
1938,52,0.13567522,changed
1939,1380,0.13606274,changed
1940,1622,0.13589478,changed
1941,456,0.13348508,changed
1942,1624,0.10556042,changed
1943,3632,0.14801872,changed
1944,984,0.11999273,changed
1945,742,0.119225904,changed
1946,1178,0.13770954,changed
1947,765,0.1496261,changed
1948,3350,0.1261828,changed
1949,1571,0.11505805,changed
1950,1059,0.1279096,changed
1951,2581,0.13244362,changed
1952,2175,0.11858804,changed
1953,1615,0.14005323,changed
1954,339,0.11445373,changed
1955,3702,0.12474449,changed
1956,2095,0.522364,shifted
1957,2880,0.14322902,changed
1958,3760,0.12363894,changed
1959,3179,0.13970925,changed
1960,3307,0.14438727,changed
