pretrained_code_feature,matched_finetuned_code_feature,decoder_cosine_similarity,status
1011,466,0.15844306,changed
1012,585,0.122945026,changed
1013,2473,0.1415356,changed
1014,1225,0.14051802,changed
1015,2190,0.13197994,changed
1016,35,0.15315185,changed
1017,563,0.23202515,changed
1018,1250,0.24857953,changed
1019,920,0.14339721,changed
1020,3301,0.13114734,changed
1021,2666,0.12212089,changed
1022,676,0.12616852,changed
1023,2538,0.10927078,changed
1024,2945,0.1295684,changed
1025,239,0.1609501,changed
1026,2184,0.35095274,changed
1027,1515,0.13404869,changed
1028,1546,0.12565115,changed
1029,2625,0.14931697,changed
1030,477,0.12539385,changed
1031,302,0.13532783,changed
1032,1991,0.17134881,changed
1033,1645,0.13092421,changed
1034,54,0.15066278,changed
1035,2739,0.15022439,changed
1036,107,0.12879989,changed
1037,3214,0.1781049,changed
1038,1749,0.13316244,changed
1039,2345,0.13454027,changed
1040,4053,0.13345656,changed
1041,534,0.23328798,changed
1042,1923,0.11201802,changed
1043,3913,0.1466721,changed
1044,1732,0.13540281,changed
1045,10,0.13434759,changed
1046,3736,0.120784506,changed
1047,71,0.15336746,changed
1048,290,0.13890485,changed
1049,2219,0.123846404,changed
1050,3055,0.14450532,changed
1051,338,0.1497885,changed
1052,1195,0.11768123,changed
1053,3742,0.11552106,changed
1054,453,0.12653877,changed
1055,518,0.15060085,changed
1056,3980,0.12285169,changed
1057,438,0.12683032,changed
1058,974,0.13232145,changed
1059,2510,0.15002519,changed
1060,3220,0.20799738,changed
1061,1457,0.1539439,changed
1062,2270,0.19264394,changed
1063,2591,0.15697981,changed
1064,2322,0.20296796,changed
1065,3660,0.15593709,changed
1066,1605,0.13764372,changed
1067,2209,0.13660371,changed
1068,1777,0.11819328,changed
1069,1438,0.13205689,changed
1070,2899,0.11817421,changed
1071,2079,0.122968346,changed
1072,1628,0.1781884,changed
1073,753,0.15399438,changed
1074,811,0.14309438,changed
1075,2853,0.11750686,changed
1076,2158,0.12906128,changed
1077,1771,0.1400926,changed
1078,2744,0.15167108,changed
1079,2132,0.13660462,changed
1080,1421,0.12877154,changed
1081,2997,0.14632308,changed
1082,495,0.14396577,changed
1083,3939,0.13006204,changed
1084,1806,0.13344462,changed
1085,2859,0.13063645,changed
1086,2807,0.1282977,changed
1087,1922,0.13491066,changed
1088,2130,0.15312739,changed
1089,1951,0.13121565,changed
1090,705,0.12847356,changed
1091,3637,0.16786617,changed
1092,687,0.139343,changed
1093,499,0.13171676,changed
1094,2016,0.12876286,changed
1095,144,0.1346602,changed
1096,3489,0.13944256,changed
1097,3012,0.14883292,changed
1098,1944,0.1207263,changed
1099,1244,0.11640189,changed
1100,1533,0.12696245,changed
1101,3016,0.12347503,changed
1102,1070,0.14590302,changed
1103,1673,0.12263888,changed
1104,3936,0.12762702,changed
1105,1228,0.22993676,changed
1106,185,0.13219528,changed
1107,1877,0.12523681,changed
1108,2348,0.11435619,changed
1109,766,0.12295124,changed
1110,1193,0.13190441,changed
1111,544,0.13942203,changed
1112,1921,0.13820644,changed
1113,3051,0.12628406,changed
1114,897,0.1289728,changed
1115,3118,0.601689,shifted
1116,902,0.14293288,changed
1117,466,0.12602532,changed
1118,2022,0.12572098,changed
1119,4001,0.13784146,changed
1120,2320,0.13161859,changed
1121,3409,0.13836356,changed
1122,2362,0.1321097,changed
1123,3522,0.11204078,changed
1124,3598,0.13556841,changed
1125,2531,0.16652662,changed
1126,3735,0.14029458,changed
1127,3829,0.50142574,shifted
1128,2412,0.123784766,changed
1129,2586,0.12640947,changed
1130,3060,0.5410938,shifted
1131,2838,0.116104625,changed
1132,2343,0.16645242,changed
1133,436,0.23063251,changed
1134,481,0.13726631,changed
1135,3454,0.1306872,changed
1136,1419,0.13817295,changed
1137,2969,0.11750676,changed
1138,3506,0.126986,changed
1139,3214,0.17223236,changed
1140,352,0.117596254,changed
1141,1550,0.112236455,changed
1142,156,0.12145762,changed
1143,3416,0.1299215,changed
1144,724,0.1055647,changed
1145,2446,0.1224705,changed
1146,2251,0.13890305,changed
1147,2613,0.12856108,changed
1148,47,0.30716056,changed
1149,2832,0.12769137,changed
1150,2969,0.14780144,changed
1151,1510,0.43967453,changed
1152,1874,0.114342794,changed
1153,3487,0.15066472,changed
1154,2507,0.1283446,changed
1155,3246,0.11884219,changed
1156,1052,0.134838,changed
1157,3480,0.12915422,changed
1158,4088,0.16223556,changed
1159,407,0.12925437,changed
1160,3601,0.12289882,changed
1161,3166,0.14768256,changed
1162,1273,0.1386952,changed
1163,2843,0.14420082,changed
1164,1365,0.13576242,changed
1165,2528,0.12077537,changed
1166,356,0.13689657,changed
1167,2053,0.122175515,changed
1168,1573,0.120515496,changed
1169,1303,0.13093552,changed
1170,700,0.1464726,changed
1171,305,0.1255297,changed
1172,408,0.15704079,changed
1173,2854,0.11861801,changed
1174,538,0.13889852,changed
1175,3220,0.14060509,changed
1176,1705,0.15832752,changed
1177,2080,0.16843116,changed
1178,2445,0.12892777,changed
1179,2780,0.12680036,changed
1180,3839,0.11509626,changed
1181,569,0.1441164,changed
1182,597,0.11146593,changed
1183,2005,0.12502615,changed
1184,70,0.14511403,changed
1185,2131,0.1734289,changed
1186,1615,0.13833663,changed
1187,3854,0.1089042,changed
1188,1931,0.11738306,changed
1189,121,0.3211029,changed
1190,2662,0.12322281,changed
1191,2359,0.49659157,changed
1192,3894,0.13618077,changed
1193,1382,0.12713513,changed
1194,3195,0.15653409,changed
1195,3067,0.12467028,changed
1196,3698,0.254556,changed
1197,1170,0.1484704,changed
1198,1807,0.14399523,changed
1199,2371,0.12006217,changed
1200,2640,0.13852642,changed
1201,2270,0.13800357,changed
1202,236,0.14520106,changed
1203,1088,0.13767923,changed
1204,3050,0.11959192,changed
1205,2550,0.36975938,changed
1206,3041,0.11501249,changed
1207,3708,0.14295807,changed
1208,1546,0.37442905,changed
1209,1010,0.14549279,changed
1210,738,0.3081932,changed
1211,2844,0.12810555,changed
1212,930,0.12958911,changed
1213,2563,0.13069953,changed
1214,209,0.1335125,changed
1215,1389,0.13669251,changed
1216,3105,0.119342506,changed
1217,3493,0.13349618,changed
1218,3669,0.112177685,changed
1219,3598,0.24769682,changed
1220,3538,0.11816071,changed
1221,3505,0.12504467,changed
1222,22,0.22157788,changed
1223,2810,0.21604699,changed
1224,823,0.39225662,changed
1225,2025,0.15388587,changed
1226,2252,0.357522,changed
1227,943,0.1252102,changed
1228,2021,0.13193925,changed
1229,1212,0.21072918,changed
1230,874,0.2392658,changed
1231,3824,0.12390219,changed
1232,166,0.13422121,changed
1233,304,0.19915995,changed
1234,1146,0.1190184,changed
1235,1273,0.11871839,changed
1236,707,0.12485081,changed
1237,357,0.12193618,changed
1238,2234,0.13076168,changed
1239,2928,0.11938828,changed
1240,574,0.14814016,changed
1241,1581,0.14976053,changed
1242,1761,0.15025938,changed
1243,974,0.13720258,changed
1244,3198,0.117531955,changed
1245,4090,0.12280524,changed
1246,2449,0.12735075,changed
1247,2333,0.12622628,changed
1248,942,0.12943082,changed
1249,953,0.13609473,changed
1250,2879,0.13651307,changed
1251,916,0.12407473,changed
1252,2051,0.12449354,changed
1253,4068,0.13407478,changed
1254,3706,0.17803825,changed
1255,2655,0.1315428,changed
1256,2581,0.24288031,changed
1257,3221,0.11777375,changed
1258,4012,0.14994611,changed
1259,3714,0.12605229,changed
1260,1758,0.4621236,changed
1261,3924,0.3799729,changed
1262,2668,0.11967731,changed
1263,712,0.15949482,changed
1264,1177,0.11290939,changed
1265,704,0.115749285,changed
1266,1156,0.13150622,changed
1267,3545,0.12332928,changed
1268,2714,0.12600566,changed
1269,366,0.13794011,changed
1270,1942,0.12971407,changed
1271,1411,0.13336505,changed
1272,2664,0.1295315,changed
1273,484,0.16943385,changed
1274,1934,0.12436823,changed
1275,899,0.12428606,changed
1276,2905,0.15898429,changed
1277,1848,0.23561688,changed
1278,2778,0.13535216,changed
1279,3998,0.13730538,changed
1280,1714,0.14078566,changed
1281,1715,0.13016877,changed
1282,2223,0.17698327,changed
1283,1183,0.12001914,changed
1284,2267,0.12431529,changed
1285,2984,0.12740088,changed
1286,3546,0.12890202,changed
1287,2671,0.65264726,shifted
1288,1716,0.58434093,shifted
1289,2243,0.1266784,changed
1290,688,0.13815492,changed
1291,3077,0.13063762,changed
1292,4014,0.14475074,changed
1293,2414,0.13404717,changed
1294,120,0.11686374,changed
1295,1869,0.12956569,changed
1296,2275,0.121481046,changed
1297,422,0.10931519,changed
1298,2799,0.45111802,changed
1299,562,0.14414406,changed
1300,2792,0.12278487,changed
1301,1508,0.14769742,changed
1302,3358,0.13698627,changed
1303,1299,0.12076633,changed
1304,3524,0.13359171,changed
1305,3477,0.14496768,changed
1306,1958,0.14089945,changed
1307,88,0.12681141,changed
1308,3187,0.2780674,changed
1309,979,0.13228676,changed
1310,738,0.1264134,changed
1311,3500,0.14625186,changed
1312,4018,0.23062612,changed
1313,763,0.13168891,changed
1314,1029,0.13002789,changed
1315,3760,0.12559682,changed
1316,557,0.1202409,changed
1317,2136,0.1268872,changed
1318,2517,0.13634957,changed
1319,2441,0.17919028,changed
1320,2625,0.1520082,changed
1321,2253,0.12038323,changed
1322,2512,0.1411477,changed
1323,708,0.12735441,changed
1324,2314,0.4066693,changed
1325,444,0.13336822,changed
1326,1046,0.13850886,changed
1327,2799,0.2501684,changed
1328,103,0.14302492,changed
1329,3036,0.1472714,changed
1330,3001,0.118275166,changed
1331,1269,0.13808803,changed
1332,693,0.12676221,changed
1333,276,0.34457695,changed
1334,1711,0.120598696,changed
1335,3233,0.12832274,changed
1336,3479,0.12999459,changed
1337,2758,0.13134691,changed
1338,2819,0.15850617,changed
1339,1366,0.13760842,changed
1340,1486,0.123418316,changed
1341,1004,0.11430159,changed
1342,843,0.11579246,changed
1343,3921,0.1287596,changed
1344,2266,0.12168455,changed
1345,3506,0.1408774,changed
1346,394,0.13778599,changed
1347,481,0.11735996,changed
1348,3599,0.12723479,changed
1349,2583,0.12008321,changed
1350,3252,0.16391087,changed
1351,823,0.17720374,changed
1352,3562,0.13542031,changed
1353,2071,0.12674093,changed
1354,584,0.13146721,changed
1355,3118,0.13770877,changed
1356,1414,0.1216396,changed
1357,2190,0.12807503,changed
1358,665,0.11962995,changed
1359,1470,0.12839873,changed
1360,2679,0.12632385,changed
1361,3207,0.12905835,changed
1362,3169,0.12400074,changed
1363,936,0.116368175,changed
1364,3123,0.1460649,changed
1365,2316,0.17592895,changed
1366,3527,0.122837156,changed
1367,3919,0.12332694,changed
1368,418,0.12585425,changed
1369,2078,0.14504188,changed
1370,2131,0.3252104,changed
1371,2850,0.18094334,changed
1372,3446,0.14624314,changed
1373,2504,0.13942525,changed
1374,1745,0.12514369,changed
1375,838,0.12812778,changed
1376,2455,0.12804711,changed
1377,1225,0.1361782,changed
1378,4094,0.14588743,changed
1379,276,0.23362231,changed
1380,718,0.14144754,changed
1381,3765,0.10860269,changed
1382,1285,0.124508664,changed
1383,854,0.13239728,changed
1384,3476,0.11986458,changed
1385,1276,0.13396396,changed
1386,1098,0.11771808,changed
1387,2604,0.13041355,changed
1388,1848,0.1880772,changed
1389,1010,0.13002735,changed
1390,2986,0.13054982,changed
1391,3792,0.11349979,changed
1392,3118,0.21176845,changed
1393,910,0.12520255,changed
1394,3218,0.13720447,changed
1395,3461,0.46908104,changed
1396,2889,0.4728725,changed
1397,1947,0.11574571,changed
1398,2996,0.11959507,changed
1399,355,0.14364193,changed
1400,756,0.12349883,changed
1401,1382,0.14890867,changed
1402,1167,0.12200038,changed
1403,2383,0.120787546,changed
1404,56,0.12350757,changed
1405,2537,0.12797514,changed
1406,745,0.12350684,changed
1407,1201,0.13736166,changed
1408,1788,0.12382388,changed
1409,3686,0.11547448,changed
1410,1458,0.13366644,changed
1411,589,0.1344426,changed
1412,3893,0.13359778,changed
1413,2551,0.12401341,changed
1414,2260,0.122401945,changed
1415,3873,0.14395776,changed
1416,3153,0.14721453,changed
1417,2276,0.13496375,changed
1418,484,0.31978035,changed
1419,3333,0.52573913,shifted
1420,3573,0.12273592,changed
1421,3863,0.15201077,changed
1422,760,0.13287057,changed
1423,1986,0.1158738,changed
1424,3217,0.16682531,changed
1425,2762,0.13527451,changed
1426,1925,0.14679912,changed
1427,3839,0.20509174,changed
1428,1559,0.12461617,changed
1429,1124,0.17022091,changed
1430,3474,0.1297633,changed
1431,1483,0.13953796,changed
1432,1301,0.44987893,changed
1433,3763,0.117681414,changed
1434,1475,0.122519135,changed
1435,719,0.1216977,changed
1436,2930,0.1313839,changed
1437,1583,0.14201175,changed
1438,186,0.12535901,changed
1439,2806,0.16252844,changed
1440,1767,0.14251399,changed
1441,1574,0.12581629,changed
1442,1860,0.13249482,changed
1443,354,0.12990601,changed
1444,932,0.119586736,changed
1445,1202,0.12638105,changed
1446,1892,0.16194074,changed
1447,1346,0.14286903,changed
1448,858,0.11420368,changed
1449,1029,0.12984954,changed
1450,1336,0.1331155,changed
1451,2295,0.15613745,changed
1452,3124,0.13193363,changed
1453,734,0.17493452,changed
1454,1344,0.13426061,changed
1455,3454,0.12841512,changed
1456,1907,0.13400859,changed
1457,196,0.12371662,changed
1458,3621,0.1315976,changed
1459,1735,0.118882895,changed
1460,1706,0.40031356,changed
1461,2188,0.13604571,changed
1462,1827,0.12846324,changed
1463,1427,0.15871888,changed
1464,2006,0.13009055,changed
1465,3032,0.115779094,changed
1466,244,0.12267502,changed
1467,3128,0.13626838,changed
1468,937,0.15549928,changed
1469,4006,0.12034196,changed
1470,4072,0.12781993,changed
1471,2579,0.35280538,changed
1472,451,0.1424689,changed
1473,2709,0.13146263,changed
1474,753,0.3541289,changed
1475,2519,0.12681566,changed
1476,2824,0.1321713,changed
1477,4049,0.12850073,changed
1478,517,0.1396696,changed
1479,3637,0.19881079,changed
1480,4006,0.1269009,changed
1481,1483,0.31596243,changed
1482,623,0.120373204,changed
1483,394,0.11399966,changed
1484,760,0.13950485,changed
1485,1330,0.16276613,changed
1486,2358,0.18569532,changed
1487,3999,0.13578051,changed
1488,2672,0.12690198,changed
1489,364,0.123878844,changed
1490,1192,0.14147264,changed
1491,3645,0.13286257,changed
1492,3906,0.13376305,changed
1493,2033,0.13244013,changed
1494,2822,0.11838813,changed
1495,3318,0.12794548,changed
1496,1668,0.14861962,changed
1497,1121,0.11741145,changed
1498,3121,0.12740298,changed
1499,17,0.12529552,changed
1500,2897,0.12336446,changed
1501,37,0.118353724,changed
1502,2239,0.14528343,changed
1503,2926,0.122769654,changed
1504,952,0.14225219,changed
1505,3202,0.121263325,changed
1506,128,0.14596519,changed
1507,2020,0.14143841,changed
1508,2490,0.13154873,changed
1509,833,0.1330114,changed
1510,200,0.12877285,changed
1511,4017,0.18847331,changed
1512,1374,0.122424446,changed
1513,3089,0.1240804,changed
1514,766,0.13639589,changed
1515,739,0.121441394,changed
1516,2131,0.5523629,shifted
1517,968,0.14339352,changed
1518,1504,0.16184928,changed
1519,603,0.11874836,changed
1520,1781,0.14820723,changed
1521,3712,0.11655758,changed
1522,1991,0.20340917,changed
1523,2550,0.13506372,changed
1524,2709,0.14366907,changed
1525,3286,0.14008243,changed
1526,1774,0.21554002,changed
1527,2198,0.14486834,changed
1528,515,0.13162379,changed
1529,248,0.13558778,changed
1530,1171,0.15230602,changed
1531,2184,0.122480325,changed
1532,2396,0.122768775,changed
1533,1483,0.19997461,changed
1534,1850,0.13237104,changed
1535,1968,0.17235464,changed
1536,2075,0.13328664,changed
1537,512,0.13173436,changed
1538,438,0.15205893,changed
1539,936,0.23768854,changed
1540,2443,0.12402849,changed
1541,1665,0.13915515,changed
1542,2155,0.13071966,changed
1543,2849,0.13642108,changed
1544,718,0.13251908,changed
1545,1967,0.14049816,changed
1546,2746,0.13070737,changed
1547,317,0.13435738,changed
1548,782,0.40675443,changed
1549,1146,0.13620797,changed
1550,3561,0.12777422,changed
1551,1619,0.17856827,changed
1552,3335,0.24438919,changed
1553,756,0.12263359,changed
1554,3087,0.13997598,changed
1555,2333,0.14030033,changed
1556,4086,0.13850942,changed
1557,655,0.13019103,changed
1558,457,0.11771701,changed
1559,1354,0.15565224,changed
1560,3297,0.12063473,changed
1561,602,0.107607454,changed
1562,974,0.1397038,changed
1563,2310,0.17117298,changed
1564,853,0.12069689,changed
1565,2530,0.13458817,changed
1566,2802,0.11535852,changed
1567,2394,0.12203952,changed
1568,2625,0.13154566,changed
1569,1900,0.1156906,changed
1570,2062,0.14297187,changed
1571,1915,0.11803693,changed
1572,2880,0.23042324,changed
1573,632,0.16649562,changed
1574,685,0.11787098,changed
1575,428,0.14303754,changed
1576,2361,0.2747966,changed
1577,3782,0.11696164,changed
1578,3714,0.14747076,changed
1579,3786,0.14546174,changed
1580,1879,0.12838352,changed
1581,2383,0.13723533,changed
1582,2012,0.1160602,changed
1583,3392,0.12931177,changed
1584,2081,0.13653187,changed
1585,3008,0.1432077,changed
1586,3504,0.13002986,changed
1587,382,0.11452122,changed
1588,1164,0.1358041,changed
1589,2313,0.13968326,changed
1590,2652,0.13107756,changed
1591,950,0.21380049,changed
1592,759,0.14237711,changed
1593,1288,0.15890269,changed
1594,4053,0.18910453,changed
1595,3195,0.13307932,changed
1596,477,0.14373203,changed
1597,1616,0.116377905,changed
1598,1261,0.13062751,changed
1599,2252,0.42610872,changed
1600,195,0.14695352,changed
1601,2117,0.15317595,changed
1602,2194,0.12395352,changed
1603,1574,0.17333119,changed
1604,3464,0.11684213,changed
1605,323,0.13232341,changed
1606,4028,0.12033488,changed
1607,4040,0.14275742,changed
1608,1850,0.11086576,changed
1609,2913,0.14176956,changed
1610,817,0.11910263,changed
1611,2167,0.11498262,changed
1612,1317,0.13949172,changed
1613,270,0.15590325,changed
1614,2046,0.13621193,changed
1615,2952,0.13776901,changed
1616,1187,0.14177446,changed
1617,2673,0.1494053,changed
1618,269,0.117587104,changed
1619,1198,0.13929614,changed
1620,2003,0.12217229,changed
1621,813,0.5876188,shifted
1622,4002,0.11623307,changed
1623,2686,0.12336511,changed
1624,124,0.14325061,changed
1625,3910,0.15725708,changed
1626,887,0.13513291,changed
1627,2511,0.14822817,changed
1628,218,0.12491049,changed
1629,1483,0.23732686,changed
1630,532,0.12307199,changed
1631,2283,0.12424621,changed
1632,2481,0.13868982,changed
1633,1220,0.14744268,changed
1634,1688,0.127738,changed
1635,3197,0.14226726,changed
1636,349,0.13204545,changed
1637,902,0.119351536,changed
1638,2175,0.12490083,changed
1639,3530,0.1267355,changed
1640,2797,0.14085096,changed
1641,3100,0.14120209,changed
1642,3153,0.1383715,changed
1643,2811,0.12403566,changed
1644,3901,0.11924226,changed
1645,952,0.14293326,changed
1646,2108,0.13154392,changed
1647,850,0.12714902,changed
1648,955,0.15398481,changed
1649,683,0.12154511,changed
1650,712,0.13362223,changed
1651,1697,0.12776971,changed
1652,443,0.1785292,changed
1653,1164,0.16134855,changed
1654,3073,0.12226371,changed
1655,1658,0.13753511,changed
1656,4086,0.12520987,changed
1657,408,0.123328365,changed
1658,1230,0.12277867,changed
1659,2824,0.12382418,changed
1660,1826,0.159203,changed
1661,783,0.13449301,changed
1662,31,0.12892507,changed
1663,1160,0.15753755,changed
1664,2405,0.12696141,changed
1665,3001,0.13833597,changed
1666,647,0.11350416,changed
1667,644,0.14328879,changed
1668,2234,0.12063033,changed
1669,3838,0.115800865,changed
1670,3337,0.16955945,changed
1671,1682,0.12786587,changed
1672,4095,0.12034101,changed
1673,1810,0.13474046,changed
1674,1956,0.13043705,changed
1675,2625,0.12516049,changed
1676,2012,0.13486001,changed
1677,904,0.12510093,changed
1678,2235,0.14086291,changed
1679,2659,0.14661309,changed
1680,1848,0.4163875,changed
1681,2775,0.38062793,changed
1682,3789,0.12477381,changed
1683,3319,0.13468488,changed
1684,3768,0.11987436,changed
1685,2582,0.13859558,changed
1686,3428,0.1211878,changed
1687,2250,0.12567165,changed
1688,1315,0.1292749,changed
1689,3921,0.1253714,changed
1690,178,0.1317189,changed
1691,2017,0.11985771,changed
1692,3730,0.1606524,changed
1693,3141,0.16842906,changed
1694,1909,0.11607191,changed
1695,1644,0.13946679,changed
1696,2620,0.12455921,changed
1697,3019,0.12461214,changed
1698,3048,0.12185413,changed
1699,1039,0.1378479,changed
1700,2872,0.14276618,changed
1701,3337,0.4440751,changed
1702,3108,0.12455359,changed
1703,916,0.12420405,changed
1704,3862,0.13697526,changed
1705,2361,0.14697257,changed
1706,1513,0.13245195,changed
1707,1813,0.12562566,changed
1708,1898,0.14490849,changed
1709,1799,0.15706155,changed
1710,2080,0.15073253,changed
1711,59,0.14332868,changed
1712,1738,0.12670195,changed
1713,3924,0.1285942,changed
1714,3620,0.12909786,changed
1715,153,0.20050791,changed
1716,1235,0.11227436,changed
1717,3476,0.27571112,changed
1718,1111,0.16303441,changed
1719,3181,0.11673817,changed
1720,371,0.13023905,changed
1721,991,0.13378818,changed
1722,411,0.17087299,changed
1723,478,0.14726369,changed
1724,1345,0.16560876,changed
1725,2095,0.13122225,changed
1726,2255,0.14245673,changed
1727,2549,0.13976902,changed
1728,3611,0.27421302,changed
1729,1544,0.17490438,changed
1730,3924,0.17867555,changed
1731,2498,0.1654099,changed
1732,2212,0.1261378,changed
1733,2758,0.1176485,changed
1734,1410,0.3064833,changed
1735,562,0.3091874,changed
1736,1261,0.12935653,changed
1737,306,0.15112433,changed
1738,1646,0.13780977,changed
1739,1991,0.3769856,changed
1740,3004,0.16161978,changed
1741,847,0.26685312,changed
1742,631,0.12731841,changed
1743,976,0.12391412,changed
1744,215,0.117972165,changed
1745,3796,0.13280386,changed
1746,1541,0.12595579,changed
1747,3199,0.1300516,changed
1748,3259,0.1410827,changed
1749,3757,0.13954218,changed
1750,0,0.17453365,changed
1751,118,0.12746635,changed
1752,185,0.13575439,changed
1753,2809,0.40437943,changed
1754,127,0.12968053,changed
1755,4095,0.13072756,changed
1756,2381,0.14202794,changed
1757,1910,0.14935574,changed
1758,2643,0.14593543,changed
1759,1865,0.14281653,changed
1760,3055,0.22935954,changed
1761,2439,0.22646198,changed
1762,228,0.12280449,changed
1763,1430,0.12320419,changed
1764,522,0.14001524,changed
1765,470,0.115016885,changed
1766,831,0.15828373,changed
1767,2136,0.16040877,changed
1768,2712,0.13628694,changed
1769,3618,0.14240238,changed
1770,2801,0.14118862,changed
1771,2317,0.12610798,changed
1772,1979,0.1317635,changed
1773,936,0.20331189,changed
1774,849,0.12088531,changed
1775,2083,0.17967756,changed
1776,2091,0.13434944,changed
1777,271,0.13619505,changed
1778,3611,0.1618105,changed
1779,727,0.14447382,changed
1780,3486,0.10697414,changed
1781,3310,0.15295911,changed
1782,2007,0.17317837,changed
1783,3683,0.116625085,changed
1784,534,0.23620456,changed
1785,2605,0.13659668,changed
1786,1171,0.1505447,changed
1787,484,0.5368281,shifted
1788,682,0.13952576,changed
1789,3506,0.14952943,changed
1790,2059,0.12322079,changed
1791,2660,0.18691438,changed
1792,381,0.19696105,changed
1793,2525,0.11674611,changed
1794,1699,0.119478986,changed
1795,3451,0.11667936,changed
1796,3055,0.16561736,changed
1797,4067,0.12505944,changed
1798,1270,0.13335676,changed
1799,936,0.21622959,changed
1800,736,0.12079782,changed
1801,3568,0.16819492,changed
1802,1469,0.140381,changed
1803,3878,0.12836282,changed
1804,2220,0.13342191,changed
1805,3113,0.16175444,changed
1806,683,0.15262571,changed
1807,3680,0.17784683,changed
1808,636,0.1359443,changed
1809,1237,0.3359819,changed
1810,3828,0.14630906,changed
1811,656,0.12689856,changed
1812,3446,0.12643935,changed
1813,2328,0.12983401,changed
1814,1796,0.12252926,changed
1815,548,0.19571552,changed
1816,428,0.13987753,changed
1817,724,0.26050532,changed
1818,1341,0.16943589,changed
1819,2096,0.13957332,changed
1820,1487,0.13069257,changed
1821,328,0.13418677,changed
1822,3805,0.15632159,changed
1823,2897,0.11926694,changed
1824,1797,0.12966323,changed
1825,3417,0.11877212,changed
1826,1124,0.12820676,changed
1827,2380,0.12436513,changed
1828,190,0.47792512,changed
1829,2492,0.11770111,changed
1830,1373,0.1382207,changed
1831,1063,0.16456059,changed
1832,2886,0.19713426,changed
1833,1581,0.13851282,changed
1834,3349,0.13406432,changed
1835,880,0.14345078,changed
1836,123,0.13353181,changed
1837,2646,0.11216834,changed
1838,1218,0.120502114,changed
1839,3169,0.14305039,changed
1840,3361,0.12087099,changed
1841,2214,0.12014365,changed
1842,30,0.115487225,changed
1843,633,0.12286661,changed
1844,1369,0.13078687,changed
1845,2282,0.14823958,changed
1846,3660,0.44316307,changed
1847,2095,0.1413191,changed
1848,2793,0.12165135,changed
1849,2671,0.13801014,changed
1850,3000,0.13097061,changed
1851,3596,0.13765176,changed
1852,2574,0.13917902,changed
1853,1742,0.14169686,changed
1854,3674,0.1530977,changed
1855,563,0.12504578,changed
1856,1412,0.13317011,changed
1857,3110,0.13734688,changed
1858,1422,0.12776178,changed
1859,2659,0.13715899,changed
1860,2670,0.1426484,changed
1861,2880,0.34228992,changed
1862,950,0.19457504,changed
1863,739,0.4456783,changed
1864,249,0.28394082,changed
1865,2946,0.1432564,changed
1866,3568,0.13960217,changed
1867,362,0.12446791,changed
1868,1460,0.12822026,changed
1869,2700,0.14043412,changed
1870,1774,0.37913883,changed
1871,1839,0.15709305,changed
1872,484,0.15168932,changed
1873,129,0.13212512,changed
1874,1880,0.13359015,changed
1875,1970,0.15220341,changed
1876,2370,0.12992561,changed
1877,190,0.22009417,changed
1878,1426,0.4674114,changed
1879,828,0.13804609,changed
1880,4030,0.12197797,changed
1881,1984,0.12835233,changed
1882,2263,0.13019836,changed
1883,2891,0.36917415,changed
1884,3792,0.14146882,changed
1885,1402,0.1389476,changed
1886,2038,0.15077713,changed
1887,3808,0.1222611,changed
1888,1583,0.12005124,changed
1889,2809,0.2938167,changed
1890,1925,0.12829131,changed
1891,1172,0.1319569,changed
1892,2439,0.16572265,changed
1893,790,0.15047234,changed
1894,2872,0.15628366,changed
1895,2361,0.17274958,changed
1896,3571,0.2353417,changed
1897,1237,0.2065705,changed
1898,1313,0.1179611,changed
1899,724,0.114621505,changed
1900,2674,0.12456033,changed
1901,1682,0.11917701,changed
1902,912,0.12839174,changed
1903,2260,0.116982654,changed
1904,2282,0.14410162,changed
1905,842,0.13150963,changed
1906,1775,0.117760904,changed
1907,3060,0.1472164,changed
1908,3840,0.16042812,changed
1909,3255,0.12554127,changed
1910,2684,0.123924844,changed
1911,438,0.21151203,changed
1912,2121,0.13441083,changed
1913,1744,0.13583189,changed
1914,3476,0.12628576,changed
1915,1467,0.13174234,changed
1916,1332,0.12303581,changed
1917,3832,0.31294727,changed
1918,1881,0.11871854,changed
1919,2649,0.113350496,changed
1920,561,0.11729698,changed
1921,3365,0.14701894,changed
1922,2648,0.11869563,changed
1923,1798,0.3622051,changed
1924,1916,0.13297358,changed
1925,1385,0.12019834,changed
1926,3549,0.46407863,changed
1927,1848,0.31215587,changed
1928,3011,0.12208848,changed
1929,3012,0.17800766,changed
1930,4052,0.2507399,changed
1931,1918,0.12421365,changed
1932,453,0.23858158,changed
1933,676,0.12210794,changed
1934,2973,0.14121428,changed
1935,3838,0.12962773,changed
1936,2851,0.18853286,changed
1937,2184,0.21226823,changed
1938,1041,0.12576967,changed
1939,3254,0.13219288,changed
1940,2624,0.12630202,changed
1941,2740,0.12827751,changed
1942,3996,0.13942662,changed
1943,1632,0.13836148,changed
1944,1103,0.111438856,changed
1945,407,0.12863491,changed
1946,3060,0.16676188,changed
1947,2637,0.1373226,changed
1948,2999,0.14399838,changed
1949,1086,0.21724947,changed
1950,1779,0.13124004,changed
1951,1767,0.11747597,changed
1952,1795,0.13262367,changed
1953,3459,0.1265698,changed
1954,3299,0.12343997,changed
1955,14,0.13652289,changed
1956,3228,0.13752234,changed
